job_title,work_year,salary_in_usd
Machine Learning Engineer,2023,331640
Machine Learning Engineer,2023,267720
Machine Learning Engineer,2023,283780
Machine Learning Engineer,2023,218540
Data Scientist,2023,123040
Data Scientist,2023,73824
Data Manager,2023,167000
Data Manager,2023,109000
Data Engineer,2023,208000
Data Engineer,2023,193000
Data Scientist,2023,359170
Data Scientist,2023,295490
Lead Machine Learning Engineer,2023,115000
Applied Scientist,2023,216000
Applied Scientist,2023,184000
Machine Learning Engineer,2023,200000
Machine Learning Engineer,2023,145000
Machine Learning Engineer,2023,250000
Machine Learning Engineer,2023,166600
Machine Learning Engineer,2023,284000
Machine Learning Engineer,2023,227000
Research Scientist,2023,205000
Research Scientist,2023,160000
Machine Learning Engineer,2023,191400
Machine Learning Engineer,2023,127600
Applied Scientist,2023,222200
Applied Scientist,2023,136000
Machine Learning Engineer,2023,191400
Machine Learning Engineer,2023,127600
Machine Learning Engineer,2023,230000
Machine Learning Engineer,2023,175000
Data Analyst,2023,139600
Data Analyst,2023,85700
Data Quality Analyst,2023,95000
Data Quality Analyst,2023,70000
Data Engineer,2023,258000
Data Engineer,2023,171000
Decision Scientist,2023,204500
Decision Scientist,2023,126400
Data Engineer,2023,87000
Data Engineer,2023,73000
AI Scientist,2023,20000
Data Modeller,2023,110736
Data Modeller,2023,55368
Data Engineer,2023,232960
Data Engineer,2023,151840
Data Engineer,2023,163152
Data Engineer,2023,108768
Research Engineer,2023,370000
Research Engineer,2023,245000
Machine Learning Engineer,2023,285000
Machine Learning Engineer,2023,193900
Research Scientist,2023,240000
Research Scientist,2023,163200
Data Scientist,2023,222000
Data Scientist,2023,166500
Machine Learning Engineer,2023,240000
Machine Learning Engineer,2023,163200
Research Scientist,2023,345000
Research Scientist,2023,234700
AI Scientist,2023,100000
Finance Data Analyst,2023,40000
Machine Learning Engineer,2023,226600
Machine Learning Engineer,2023,140100
Data Engineer,2023,241000
Data Engineer,2023,155000
Software Data Engineer,2023,210000
Machine Learning Research Engineer,2023,90000
Data Analyst,2023,59382
Analytics Engineer,2023,90000
Analytics Engineer,2023,84000
Data Analyst,2023,160000
Data Analyst,2023,140000
Analytics Engineer,2023,221300
Analytics Engineer,2023,147500
Data Engineer,2023,204500
Data Engineer,2023,130000
Machine Learning Engineer,2023,210000
Machine Learning Engineer,2023,160000
Machine Learning Engineer,2023,204500
Machine Learning Engineer,2023,142200
Data Analyst,2023,186600
Data Analyst,2023,119800
Analytics Engineer,2023,192000
Analytics Engineer,2023,151000
Business Intelligence Engineer,2023,185000
Business Intelligence Engineer,2023,79600
Data Scientist,2023,169000
Data Scientist,2023,129300
Data Engineer,2023,204500
Data Engineer,2023,142200
Data Engineer,2023,250000
Data Engineer,2023,130000
Business Intelligence Engineer,2023,210000
Business Intelligence Engineer,2023,170000
Analytics Engineer,2023,221300
Analytics Engineer,2023,147500
Data Scientist,2023,189750
Data Scientist,2023,131100
Data Science Manager,2023,299500
Data Science Manager,2023,245100
Data Engineer,2023,128000
Data Engineer,2023,81500
Data Engineer,2023,80000
Data Engineer,2023,52500
Research Scientist,2023,370000
Research Scientist,2023,200000
Data Engineer,2023,72000
Data Engineer,2023,60000
Data Scientist,2023,180000
Data Scientist,2023,140000
Data Analyst,2023,94000
Data Analyst,2023,81900
Analytics Engineer,2023,210000
Analytics Engineer,2023,159090
Machine Learning Engineer,2023,210000
Machine Learning Engineer,2023,175000
Data Analyst,2023,118000
Data Analyst,2023,94400
Data Architect,2023,150000
Data Architect,2023,90000
Data Scientist,2023,190000
Data Scientist,2023,125000
Data Engineer,2023,130002
Data Engineer,2023,71908
Data Analyst,2023,80000
Data Analyst,2023,60000
Data Engineer,2023,167500
Data Engineer,2023,106500
Business Intelligence Engineer,2023,202800
Business Intelligence Engineer,2023,104300
AI Scientist,2023,81838
Compliance Data Analyst,2023,60000
Data Engineer,2023,185900
Data Engineer,2023,129300
Data Analyst,2023,150000
Data Analyst,2023,110000
Data Scientist,2023,230000
Data Scientist,2023,175000
Machine Learning Scientist,2023,200000
Machine Learning Scientist,2023,170000
Data Scientist,2023,175000
Data Scientist,2023,160000
Data Scientist,2023,255000
Data Scientist,2023,160000
Analytics Engineer,2023,116990
Analytics Engineer,2023,82920
Data Engineer,2023,121000
Data Engineer,2023,78000
Analytics Engineer,2023,159000
Analytics Engineer,2023,105000
Applied Scientist,2023,309400
Applied Scientist,2023,159100
Research Scientist,2023,155000
Research Scientist,2023,102000
Research Scientist,2023,374000
Research Scientist,2023,197500
Applied Scientist,2023,260000
Applied Scientist,2023,136000
Data Scientist,2023,240000
Data Scientist,2023,187000
Applied Scientist,2023,20000
Machine Learning Engineer,2023,210000
Machine Learning Engineer,2023,190000
Data Quality Analyst,2023,95000
Data Quality Analyst,2023,70000
Data Scientist,2023,195000
Data Scientist,2023,119000
Applied Scientist,2023,216000
Applied Scientist,2023,184000
Machine Learning Engineer,2023,200000
Machine Learning Engineer,2023,160000
Data Analyst,2023,80000
Data Analyst,2023,70000
Business Intelligence Engineer,2023,185000
Business Intelligence Engineer,2023,79600
Data Analyst,2023,73824
Data Analyst,2023,61520
Data Science Engineer,2023,266450
Data Science Engineer,2023,177700
Data Scientist,2023,245000
Data Scientist,2023,185000
Machine Learning Engineer,2023,247500
Machine Learning Engineer,2023,172200
Applied Scientist,2023,222200
Applied Scientist,2023,136000
Data Operations Specialist,2023,55720
Data Operations Specialist,2023,50700
Research Engineer,2023,370000
Research Engineer,2023,200000
Data Engineer,2023,196000
Data Engineer,2023,121000
Business Intelligence Engineer,2023,202800
Business Intelligence Engineer,2023,104300
Data Architect,2023,135000
Data Architect,2023,115000
Machine Learning Software Engineer,2023,302000
Machine Learning Software Engineer,2023,189000
Data Analyst,2023,65000
Data Analyst,2023,55000
Machine Learning Engineer,2023,220000
Machine Learning Engineer,2023,170000
Business Intelligence Engineer,2023,185000
Business Intelligence Engineer,2023,79600
Data Analyst,2023,110000
Data Analyst,2023,75000
BI Analyst,2023,150000
BI Analyst,2023,93000
Data Science Manager,2022,190000
Data Engineer,2023,46565
Machine Learning Engineer,2023,204500
Machine Learning Engineer,2023,142200
Decision Scientist,2023,204500
Decision Scientist,2023,126400
Machine Learning Engineer,2023,216000
Machine Learning Engineer,2023,184000
Data Analyst,2023,139600
Data Analyst,2023,85700
Data Science Consultant,2023,100000
Data Scientist,2023,128750
Data Scientist,2023,79350
Data Manager,2023,73824
Data Manager,2023,67672
Data Scientist,2023,185900
Data Scientist,2023,129300
Analytics Engineer,2023,174000
Analytics Engineer,2023,134000
Research Engineer,2023,155000
Research Engineer,2023,125000
Business Intelligence Engineer,2023,185000
Business Intelligence Engineer,2023,79600
Data Engineer,2023,194400
Data Engineer,2023,132192
Machine Learning Engineer,2023,273400
Machine Learning Engineer,2023,182200
Data Analyst,2023,165000
Data Analyst,2023,142500
Data Scientist,2023,213654
Data Scientist,2023,142436
Data Engineer,2023,124230
Data Engineer,2023,68637
Data Engineer,2023,204000
Data Engineer,2023,161500
Machine Learning Engineer,2023,204500
Machine Learning Engineer,2023,142200
Decision Scientist,2023,185900
Decision Scientist,2023,129300
Research Scientist,2023,200000
Research Scientist,2023,100000
Applied Scientist,2023,260000
Applied Scientist,2023,136000
Data Scientist,2023,175000
Data Scientist,2023,148750
Machine Learning Engineer,2023,226600
Machine Learning Engineer,2023,140100
Data Scientist,2023,135000
Data Scientist,2023,95000
ML Engineer,2023,287700
ML Engineer,2023,148000
Data Scientist,2023,227240
Data Scientist,2023,197600
Data Scientist,2023,161000
Data Scientist,2023,140000
Machine Learning Engineer,2023,221000
Machine Learning Engineer,2023,185000
Data Scientist,2023,210000
Data Scientist,2023,178500
Machine Learning Engineer,2023,180000
Machine Learning Engineer,2023,150000
Analytics Engineer,2023,146100
Analytics Engineer,2023,112400
Data Analyst,2023,160000
Data Analyst,2023,140000
Data Architect,2023,86128
Data Architect,2023,79976
Machine Learning Engineer,2023,331640
Machine Learning Engineer,2023,267720
Data Engineer,2023,285000
Data Engineer,2023,205000
Computer Vision Engineer,2023,90000
Data Analyst,2023,120350
Data Analyst,2023,74400
Data Engineer,2023,146000
Data Engineer,2023,94000
Machine Learning Engineer,2023,237400
Machine Learning Engineer,2023,158200
Business Intelligence Engineer,2023,225000
Business Intelligence Engineer,2023,156400
ML Engineer,2023,192000
ML Engineer,2023,164000
Business Intelligence Engineer,2023,150000
Business Intelligence Engineer,2023,141000
Applied Scientist,2023,260000
Applied Scientist,2023,136000
Applied Scientist,2023,309400
Applied Scientist,2023,159100
Analytics Engineer,2023,267000
Analytics Engineer,2023,205000
Research Scientist,2023,147100
Research Scientist,2023,90700
Data Analyst,2023,115000
Data Analyst,2023,72000
Data Analyst,2023,169000
Data Analyst,2023,110600
Data Analyst,2023,67672
Data Analyst,2023,67672
Business Intelligence Engineer,2023,185000
Business Intelligence Engineer,2023,79600
Data Engineer,2023,165000
Data Engineer,2023,141000
Cloud Data Engineer,2023,177177
Data Scientist,2023,240000
Data Scientist,2023,142000
Machine Learning Engineer,2023,180000
Machine Learning Engineer,2023,105000
Data Analyst,2023,80000
Data Analyst,2023,60000
Machine Learning Engineer,2023,268000
Machine Learning Engineer,2023,180000
Analytics Engineer,2023,144628
Analytics Engineer,2023,115702
Data Analyst,2023,144000
Data Analyst,2023,132000
Data Analyst,2023,106400
Data Analyst,2023,81800
Data Analyst,2023,134200
Data Analyst,2023,103200
Data Analyst,2023,110000
Data Analyst,2023,93500
Data Engineer,2023,208200
Data Engineer,2023,151200
Machine Learning Engineer,2023,240000
Machine Learning Engineer,2023,180000
Data Scientist,2023,270000
Data Scientist,2023,220000
Data Engineer,2023,194500
Data Engineer,2023,115500
Data Scientist,2023,225000
Data Scientist,2023,156400
Data Analyst,2023,140000
Data Analyst,2023,100000
Machine Learning Engineer,2023,193600
Machine Learning Engineer,2023,119700
Machine Learning Engineer,2023,225000
Machine Learning Engineer,2023,199000
Data Analyst,2023,50000
Data Analyst,2023,40000
Data Scientist,2023,185900
Data Scientist,2023,129300
Data Analyst,2023,120000
Data Analyst,2023,95000
Data Analyst,2023,98432
Data Analyst,2023,55368
Data Scientist,2023,225000
Data Scientist,2023,156400
Analytics Engineering Manager,2023,399880
Data Engineer,2023,41027
Machine Learning Engineer,2023,155000
Machine Learning Engineer,2023,100000
Data Analyst,2023,85000
Data Analyst,2023,65000
Data Architect,2023,280100
Data Architect,2023,168100
Machine Learning Scientist,2023,200000
Machine Learning Scientist,2023,120000
Business Intelligence Engineer,2023,185000
Business Intelligence Engineer,2023,79600
Data Engineer,2023,149040
Data Engineer,2023,113900
Machine Learning Engineer,2023,240000
Machine Learning Engineer,2023,180000
Machine Learning Scientist,2023,165000
Machine Learning Scientist,2023,145000
Machine Learning Scientist,2023,165000
Machine Learning Scientist,2023,145000
Data Architect,2023,274450
Data Architect,2023,199600
Data Engineer,2023,83500
Data Engineer,2023,52500
Business Intelligence Developer,2023,140000
Business Intelligence Developer,2023,76500
Data Scientist,2023,48585
Data Scientist,2023,38868
Data Architect,2023,306000
Data Architect,2023,204000
Machine Learning Engineer,2023,204500
Machine Learning Engineer,2023,142200
Data Scientist,2023,185900
Data Scientist,2023,129300
Data Analyst,2023,136000
Data Analyst,2023,104000
Data Engineer,2023,115000
Data Engineer,2023,81500
Research Scientist,2023,280000
Data Scientist,2023,250000
Data Scientist,2023,180000
Data Engineer,2023,100000
Data Engineer,2023,70000
Data Engineer,2023,100000
Data Engineer,2023,70000
Data Scientist,2023,240000
Data Scientist,2023,157000
Applied Scientist,2023,222200
Applied Scientist,2023,136000
Machine Learning Engineer,2023,204500
Machine Learning Engineer,2023,142200
Data Analyst,2023,140700
Data Analyst,2023,109600
Machine Learning Engineer,2023,278000
Machine Learning Engineer,2023,173000
Data Analyst,2023,110000
Data Analyst,2023,95000
Data Engineer,2023,305000
Data Engineer,2023,160000
Data Engineer,2023,175000
Data Engineer,2023,125000
Data Analyst,2023,155000
Data Analyst,2023,120000
Data Analyst,2023,85000
Data Analyst,2023,80000
Data Scientist,2023,24000
Machine Learning Infrastructure Engineer,2023,165400
Machine Learning Infrastructure Engineer,2023,127300
Applied Scientist,2023,260000
Applied Scientist,2023,136000
Business Intelligence Engineer,2023,259000
Business Intelligence Engineer,2023,138750
Decision Scientist,2023,185900
Decision Scientist,2023,129300
Machine Learning Engineer,2023,273400
Machine Learning Engineer,2023,182200
Data Scientist,2023,192000
Data Scientist,2023,178000
Data Scientist,2023,218000
Data Scientist,2023,85000
Data Specialist,2023,132000
Data Specialist,2023,71500
Data Engineer,2023,252000
Data Engineer,2023,129000
Analytics Engineer,2023,215050
Analytics Engineer,2023,113100
Applied Scientist,2023,260000
Applied Scientist,2023,136000
Data Scientist,2023,218000
Data Scientist,2023,85000
Data Scientist,2023,130000
Data Scientist,2023,85000
Data Engineer,2023,250000
Data Engineer,2023,200000
Machine Learning Engineer,2023,220000
Machine Learning Engineer,2023,170000
Data Engineer,2023,145000
Data Engineer,2023,115000
Data Scientist,2023,184000
Data Scientist,2023,123000
Data Analyst,2023,75000
Data Analyst,2023,65000
Research Scientist,2023,168400
Research Scientist,2023,90700
Data Engineer,2023,185900
Data Engineer,2023,129300
Data Scientist,2023,258000
Data Scientist,2023,190000
Data Analyst,2023,169000
Data Analyst,2023,110600
Data Analyst,2023,80000
Data Analyst,2023,70000
Data Analyst,2023,136505
Data Analyst,2023,100895
Machine Learning Engineer,2023,200000
Machine Learning Engineer,2023,150000
Business Intelligence Engineer,2023,202800
Business Intelligence Engineer,2023,104300
Data Engineer,2023,275300
Data Engineer,2023,183500
Data Scientist,2023,168400
Data Scientist,2023,105200
Data Architect,2023,240000
Data Architect,2023,150000
Data Manager,2023,130000
Data Manager,2023,120000
Data Analyst,2023,93000
Applied Scientist,2023,248100
Applied Scientist,2023,145900
Data Analyst,2023,177000
Data Analyst,2023,118000
Data Analyst,2023,120350
Data Analyst,2023,74400
Data Engineer,2023,190000
Data Engineer,2023,120000
Machine Learning Engineer,2023,237400
Machine Learning Engineer,2023,132870
Research Scientist,2023,248100
Research Scientist,2023,145900
Data Scientist,2023,170000
Data Scientist,2023,125000
Data Engineer,2023,105000
Data Engineer,2023,90000
Machine Learning Engineer,2023,317070
Machine Learning Engineer,2023,170730
Machine Learning Engineer,2023,170000
Machine Learning Engineer,2023,125000
Data Engineer,2023,158700
Data Engineer,2023,123906
Applied Scientist,2023,222200
Applied Scientist,2023,136000
Data Engineer,2023,166000
Data Engineer,2023,128000
Data Engineer,2023,80976
Data Engineer,2023,66940
Data Engineer,2023,333500
Data Engineer,2023,180500
Machine Learning Engineer,2023,242921
Machine Learning Engineer,2023,170045
Research Scientist,2023,248100
Research Scientist,2023,145900
Data Engineer,2023,92280
Data Engineer,2023,76284
Business Intelligence Engineer,2023,225000
Business Intelligence Engineer,2023,156400
Data Engineer,2023,257400
Data Engineer,2023,210600
Data Operations Specialist,2023,65000
Data Operations Specialist,2023,50000
Data Engineer,2023,293000
Data Engineer,2023,180000
Director of Data Science,2023,260000
Director of Data Science,2023,192000
Machine Learning Scientist,2023,170000
Machine Learning Scientist,2023,125000
Business Intelligence Data Analyst,2023,99000
Data Analyst,2023,130000
Data Analyst,2023,100000
Machine Learning Engineer,2023,233000
Machine Learning Engineer,2023,166000
Data Engineer,2023,185100
Data Engineer,2023,127600
Data Analyst,2023,105000
Data Analyst,2023,80000
Data Analyst,2023,160000
Data Analyst,2023,55000
Machine Learning Engineer,2023,241000
Machine Learning Engineer,2023,163000
Data Scientist,2023,120000
Data Scientist,2023,90000
Data Scientist,2023,218000
Data Scientist,2023,118000
Data Scientist,2023,210000
Data Scientist,2023,168000
Machine Learning Engineer,2023,311000
Machine Learning Engineer,2023,162540
Insight Analyst,2023,51676
Insight Analyst,2023,43064
Data Scientist,2023,258750
Data Scientist,2023,185000
Data Scientist,2023,225000
Data Scientist,2023,145000
Machine Learning Engineer,2023,226600
Machine Learning Engineer,2023,140100
Data Scientist,2023,48585
Data Scientist,2023,38868
Data Scientist,2023,190000
Data Scientist,2023,165000
Data Scientist,2023,175000
Data Scientist,2023,160000
Machine Learning Engineer,2023,247500
Machine Learning Engineer,2023,172200
Machine Learning Engineer,2023,247500
Machine Learning Engineer,2023,172200
Data Engineer,2023,153600
Data Engineer,2023,106800
Business Intelligence Developer,2023,140000
Business Intelligence Developer,2023,76500
ETL Developer,2023,182850
ETL Developer,2023,113000
Data Engineer,2023,150000
Data Engineer,2023,120000
Data Analyst,2023,105000
Data Analyst,2023,95000
Data Architect,2023,306000
Data Architect,2023,204000
Data Scientist,2023,160000
Data Scientist,2023,135000
Data Architect,2023,104584
Data Architect,2023,92280
Data Analyst,2023,126000
Data Analyst,2023,86400
Data Engineer,2023,232760
Data Engineer,2023,169280
Data Analyst,2023,136000
Data Analyst,2023,104000
Data Scientist,2023,185900
Data Scientist,2023,129300
Data Scientist,2023,168000
Data Scientist,2023,130000
Data Scientist,2023,185900
Data Scientist,2023,129300
Data Engineer,2023,162500
Data Engineer,2023,130000
Data Scientist,2023,240350
Data Scientist,2023,174800
Machine Learning Engineer,2023,247500
Machine Learning Engineer,2023,172200
Data Engineer,2023,154000
Data Engineer,2023,116000
Data Scientist,2023,168000
Data Scientist,2023,130000
Data Analyst,2023,153600
Data Analyst,2023,107500
Data Analyst,2023,94100
Data Analyst,2023,72400
ML Engineer,2023,178000
ML Engineer,2023,152000
Applied Scientist,2023,192000
Applied Scientist,2023,164000
Data Scientist,2023,233200
Data Scientist,2023,140000
Data Engineer,2023,194000
Data Engineer,2023,161000
Business Intelligence Engineer,2023,225000
Business Intelligence Engineer,2023,156400
NLP Engineer,2023,210000
NLP Engineer,2023,160000
Data Analyst,2023,153600
Data Analyst,2023,107500
Data Engineer,2023,185900
Data Engineer,2023,129300
Data Scientist,2023,145000
Data Scientist,2023,120000
Data Analyst,2023,206000
Data Analyst,2023,130000
Data Analyst,2023,153600
Data Analyst,2023,107500
Data Engineer,2023,146100
Data Engineer,2023,112400
Data Engineer,2023,241000
Data Engineer,2023,155000
Data Engineer,2023,194500
Data Engineer,2023,115500
Data Specialist,2023,110000
Data Specialist,2023,70000
ML Engineer,2023,199000
ML Engineer,2023,145000
Data Scientist,2023,200000
Data Scientist,2023,170000
Data Scientist,2023,150120
Data Scientist,2023,120096
Machine Learning Engineer,2023,253000
Machine Learning Engineer,2023,168000
Data Scientist,2023,200000
Data Scientist,2023,170000
Decision Scientist,2023,185900
Decision Scientist,2023,129300
Analytics Engineer,2023,178600
Analytics Engineer,2023,142880
Data Science Manager,2023,255000
Data Science Manager,2023,169000
Data Scientist,2023,155000
Data Scientist,2023,100000
Data Engineer,2023,151410
Data Engineer,2023,144200
Data Scientist,2023,151410
Data Scientist,2023,115360
Data Engineer,2023,252000
Data Engineer,2023,129000
Analytics Engineer,2023,193170
Analytics Engineer,2023,116480
Applied Scientist,2023,250000
Applied Scientist,2023,125000
Data Engineer,2023,146000
Data Engineer,2023,94000
Director of Data Science,2023,246080
Director of Data Science,2023,203016
Head of Data,2023,135344
Head of Data,2023,110736
Applied Scientist,2023,260000
Applied Scientist,2023,136000
Head of Data,2023,329500
Head of Data,2023,269600
Data Architect,2023,250500
Data Architect,2023,159500
Data Analyst,2023,115000
Data Analyst,2023,105000
Research Scientist,2023,250000
Research Scientist,2023,170000
Research Scientist,2023,198800
Research Scientist,2023,105200
Data Analyst,2023,94035
Data Analyst,2023,57920
Applied Scientist,2023,222200
Applied Scientist,2023,136000
Data Analyst,2023,113600
Data Analyst,2023,60000
Data Engineer,2023,150000
Data Engineer,2023,130000
Data Scientist,2023,256000
Data Scientist,2023,160000
Data Engineer,2023,180000
Data Engineer,2023,165000
Data Analyst,2023,116000
Data Analyst,2023,78000
Computer Vision Engineer,2023,245000
Computer Vision Engineer,2023,210000
Data Analyst,2023,115934
Data Analyst,2023,81666
Machine Learning Engineer,2023,283200
Machine Learning Engineer,2023,188800
Research Scientist,2023,220000
Research Scientist,2023,150000
Applied Scientist,2023,192000
Applied Scientist,2023,164000
Business Data Analyst,2023,36000
Research Scientist,2023,205640
Research Scientist,2023,142600
Data Engineer,2023,193200
Data Engineer,2023,156400
Machine Learning Engineer,2023,196000
Machine Learning Engineer,2023,121000
Data Engineer,2023,72000
Data Engineer,2023,48000
Data Engineer,2023,165000
Data Engineer,2023,132300
Data Scientist,2023,244000
Data Scientist,2023,197000
Data Science Manager,2023,328000
Data Science Manager,2023,211000
Data Scientist,2023,237000
Data Scientist,2023,201450
ML Engineer,2023,229000
ML Engineer,2023,206000
Data Scientist,2023,231000
Data Scientist,2023,134000
ML Engineer,2023,183750
ML Engineer,2023,165400
Data Engineer,2023,175000
Data Engineer,2023,125000
Analytics Engineer,2023,152900
Analytics Engineer,2023,117700
Data Scientist,2023,285800
Data Scientist,2023,154600
Data Operations Engineer,2023,289120
Data Operations Engineer,2023,192400
Staff Data Analyst,2023,179998
Data Scientist,2023,35000
Data Engineer,2023,230000
Data Engineer,2023,166000
AWS Data Architect,2023,258000
Data Scientist,2023,225000
Data Scientist,2023,156400
Data Engineer,2023,190000
Data Engineer,2023,150000
Data Scientist,2023,196000
Data Scientist,2023,121000
Data Scientist,2023,219000
Data Scientist,2023,141000
Data Engineer,2023,230000
Data Engineer,2023,206000
Applied Scientist,2023,192000
Applied Scientist,2023,164000
ML Engineer,2023,300000
ML Engineer,2023,260000
Data Analyst,2023,147000
Data Analyst,2023,92000
Machine Learning Engineer,2023,200000
Machine Learning Engineer,2023,140000
Data Manager,2023,110000
Data Manager,2023,70000
Data Engineer,2023,284310
Data Engineer,2023,153090
Machine Learning Engineer,2023,261500
Machine Learning Engineer,2023,134500
Product Data Analyst,2023,83200
Data Engineer,2023,204500
Data Engineer,2023,142200
Data Analyst,2023,145000
Data Analyst,2023,106000
Data Scientist,2023,190000
Data Scientist,2023,160000
Analytics Engineer,2023,275300
Analytics Engineer,2023,183500
Data Engineer,2023,147648
Data Engineer,2023,123040
ETL Developer,2023,182850
ETL Developer,2023,113000
Business Intelligence Engineer,2023,202800
Business Intelligence Engineer,2023,104300
Data Engineer,2023,215000
Data Engineer,2023,175000
Data Scientist,2023,228856
Data Scientist,2023,144540
Data Engineer,2023,162500
Data Engineer,2023,130000
Data Scientist,2023,140000
Data Scientist,2023,115000
Data Engineer,2023,136600
Data Engineer,2023,109280
Machine Learning Engineer,2023,221000
Machine Learning Engineer,2023,185000
Data Analyst,2023,84000
Data Analyst,2023,60000
Analytics Engineer,2023,73824
Analytics Engineer,2023,61520
BI Data Analyst,2023,70000
Research Engineer,2023,281000
Research Engineer,2023,196000
Data Engineer,2023,146000
Data Engineer,2023,94000
Data Integration Specialist,2023,69500
Data Integration Specialist,2023,46400
Data Engineer,2023,185000
Data Engineer,2023,150000
Data Engineer,2023,145000
Data Engineer,2023,115000
Data Engineer,2023,254000
Data Engineer,2023,200000
Applied Scientist,2023,260000
Applied Scientist,2023,136000
Data Scientist,2023,281000
Data Scientist,2023,181000
Data Architect,2023,285000
Data Architect,2023,210000
Data Analyst,2023,69525
Data Analyst,2023,61800
Data Scientist,2023,192000
Data Scientist,2023,164000
ML Engineer,2023,178000
ML Engineer,2023,152000
BI Developer,2023,160000
Data Scientist,2023,40000
Data Analyst,2023,125000
Data Analyst,2023,95000
Data Visualization Analyst,2023,130000
Data Visualization Analyst,2023,110000
Data Scientist,2023,48585
Data Scientist,2023,38868
Data Engineer,2023,145000
Data Engineer,2023,120000
Machine Learning Engineer,2023,283200
Machine Learning Engineer,2023,188800
Research Engineer,2023,225000
Research Engineer,2023,168000
Data Scientist,2023,140000
Data Scientist,2023,105000
Data Scientist,2023,130001
Data Scientist,2023,71907
Analytics Engineer,2023,144000
Analytics Engineer,2023,80000
Data Architect,2023,205000
Data Architect,2023,150000
Data Analyst,2023,189400
Data Analyst,2023,131685
Head of Data,2023,204500
Head of Data,2023,142200
Data Scientist,2023,150000
Data Scientist,2023,130000
Data Engineer,2023,120000
Data Engineer,2023,120000
Data Analyst,2023,172000
Data Analyst,2023,110000
Applied Scientist,2023,260000
Applied Scientist,2023,136000
Data Analyst,2023,110000
Data Analyst,2023,90000
BI Data Analyst,2023,60000
Data Scientist,2023,77791
Data Scientist,2022,55410
Product Data Analyst,2023,57000
Autonomous Vehicle Technician,2023,120000
Data Modeler,2023,168400
Data Modeler,2023,90700
Data Analyst,2023,150000
Data Analyst,2023,95000
Data Engineer,2023,161000
Data Engineer,2023,85000
Research Engineer,2023,240000
Research Engineer,2023,157250
Applied Scientist,2023,260000
Applied Scientist,2023,136000
Data Scientist,2023,277500
Data Scientist,2023,206000
Machine Learning Engineer,2023,165000
Machine Learning Engineer,2023,150000
Applied Scientist,2023,222200
Applied Scientist,2023,136000
Data Scientist,2023,236500
Data Scientist,2023,176000
Data Analyst,2023,155000
Data Analyst,2023,120000
Data Scientist,2023,172800
Data Scientist,2023,110000
Applied Scientist,2023,260000
Applied Scientist,2023,136000
Data Engineer,2023,171250
Data Engineer,2023,113750
Cloud Data Engineer,2023,100000
Finance Data Analyst,2023,323905
Data Engineer,2023,146000
Data Engineer,2023,75000
Data Engineer,2023,146000
Data Engineer,2023,75000
Research Scientist,2023,150000
Research Scientist,2023,100000
Data Analyst,2023,62000
Data Analyst,2023,55000
Data Analytics Manager,2023,155000
Data Analytics Manager,2023,140000
Applied Scientist,2023,36000
Machine Learning Engineer,2023,247500
Machine Learning Engineer,2023,172200
Data Specialist,2023,110000
Data Specialist,2023,70000
Machine Learning Engineer,2023,230000
Machine Learning Engineer,2023,140100
Machine Learning Engineer,2023,297300
Machine Learning Engineer,2023,198200
Data Engineer,2023,204000
Data Engineer,2023,161500
Data Operations Analyst,2023,144000
Data Operations Analyst,2023,77000
Data Specialist,2023,87500
Data Specialist,2023,62500
Data Analyst,2023,160000
Data Analyst,2023,135000
Machine Learning Engineer,2023,216000
Machine Learning Engineer,2023,184000
Data Modeler,2023,110736
Data Modeler,2023,55368
Research Engineer,2023,253000
Research Engineer,2023,156400
Data Engineer,2023,265000
Data Engineer,2023,200000
Data Engineer,2023,217000
Data Engineer,2023,185000
Data Scientist,2023,177300
Data Scientist,2023,136300
Data Analyst,2023,83000
Data Analyst,2023,72000
Data Analyst,2023,208450
Data Analyst,2023,170550
Data Engineer,2023,72000
Data Engineer,2023,60000
Machine Learning Engineer,2023,200000
Machine Learning Engineer,2023,130000
Data Scientist,2023,190000
Data Scientist,2023,165000
Research Engineer,2023,165000
Research Engineer,2023,145000
Applied Scientist,2023,222200
Applied Scientist,2023,136000
Director of Data Science,2023,336400
Director of Data Science,2023,201900
Data Scientist,2023,189750
Data Scientist,2023,131100
Data Science Manager,2023,270000
Data Science Manager,2023,95000
Data Engineer,2023,170000
Data Engineer,2023,120000
Data Engineer,2023,117300
Data Engineer,2023,69000
Data Engineer,2023,182000
Data Engineer,2023,144000
Data Science Lead,2023,244000
Data Science Lead,2023,200000
Data Analyst,2023,120000
Data Analyst,2023,100000
Data Engineer,2023,260000
Data Engineer,2023,175000
Data Engineer,2023,190000
Data Engineer,2023,150000
Data Scientist,2023,210000
Data Scientist,2023,160000
Data Scientist,2023,210000
Data Scientist,2023,160000
Data Scientist,2023,210000
Data Scientist,2023,160000
Data Scientist,2023,210000
Data Scientist,2023,160000
Data Scientist,2023,210000
Data Scientist,2023,160000
Machine Learning Engineer,2023,250000
Machine Learning Engineer,2023,100000
Machine Learning Engineer,2023,225000
Machine Learning Engineer,2023,175000
Data Scientist,2023,210000
Data Scientist,2023,160000
Data Scientist,2023,210000
Data Scientist,2023,160000
Data Scientist,2023,210000
Data Scientist,2023,160000
Data Scientist,2023,236500
Data Scientist,2023,176000
Data Scientist,2023,105000
Data Scientist,2023,102500
Research Engineer,2023,370000
Research Engineer,2023,200000
Data Engineer,2023,260000
